UserLanguage,SQ 1 ,SQ 2,SQ 3,SQ 3_16_TEXT,SQ 4 ,SQ 5,Q 1.3,Q 1.4_1,Q 1.4_2,Q 1.4_3,Q 1.4_4,Q 1.4_5,Q 1.4_5_TEXT,Q 1.5,Q 2.1,Q 2.1_1_TEXT,Q 2.1_2_TEXT,Q 2.1_3_TEXT,Q 2.1_4_TEXT,Q 2.2,Q 2.3,Q 2.4,Q 2.5,Q 2.6,Q 2.6_1_TEXT,Q 2.6_2_TEXT,Q 3.2,Q 3.3,Q 3.4,Q 3.4_4_TEXT,Q 3.5,Q 3.5_12_TEXT,Q 3.6,Q 3.6_5_TEXT,Q 3.7,Q 4.1,Q 4.2,Q 4.3,Q 4.3_6_TEXT,Q 4.4,Q 4.4_12_TEXT,Q 4.5,Q 4.5_10_TEXT,Q 4.6,Q 4.7,Q 4.8,Q 4.9_1,Q 4.9_2,Q 4.9_3,Q 4.9_4,Q 4.9_5,Q 4.9_6,Q 4.9_7,Q 4.9_7_TEXT,Q 4.10,Q 4.10_5_TEXT,Q 4.11_1,Q 4.11_2,Q 4.12,Q 4.13,Q 4.13_10_TEXT,Q 4.14,Q 4.14_6_TEXT,Q 4.15,Q 4.15_8_TEXT,,,,,,,,psid
DE,"Contract, Freelance or Temporary Employee",Property / Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Part-time,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,"Contract, Freelance or Temporary Employee",Food / Beverage / Restaurant,Full-service restaurants,,Owner / Partner,Yes,3–5 years,"High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","Medium autonomy (Line Cook, Pastry Chef, Waiter, Bartender)","Medium autonomy (Line Cook, Pastry Chef, Waiter, Bartender)","Low autonomy (Commis Chef, Dishwasher, Housekeeper)","Medium autonomy (Line Cook, Pastry Chef, Waiter, Bartender)",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Entertainment / Leisure / Recreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Transportation / Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Part-time,Healthcare / Medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Entertainment / Leisure / Recreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Construction / Building Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Advertising / Telesales / Telemarketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Transportation / Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Construction / Building Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Transportation / Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Manufacturing / automotive / Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Computer / Communications and Information / Internet / Web Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Unemployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Education / Training / Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),"Banking / Financial Services/ Insurance/ Business Services (Staffing, Printing) / Consulting / PR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Education / Training / Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Part-time,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Transportation / Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Self-employed,"Banking / Financial Services/ Insurance/ Business Services (Staffing, Printing) / Consulting / PR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Part-time,Retail / Wholesale Trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Computer / Communications and Information / Internet / Web Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Aerospace / Aviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Food / Beverage / Restaurant,Other:,Herstellung und Produktion von Knäckebrot ,Experienced: Professional or Non-Management,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Construction / Building Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Transportation / Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Manufacturing / automotive / Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Law / Legal Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Healthcare / Medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),"Banking / Financial Services/ Insurance/ Business Services (Staffing, Printing) / Consulting / PR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Education / Training / Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Manufacturing / automotive / Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Manufacturing / automotive / Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Stay-at-Home Parent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Healthcare / Medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Unemployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),"Banking / Financial Services/ Insurance/ Business Services (Staffing, Printing) / Consulting / PR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Part-time,Education / Training / Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Self-employed,Civil Service / Local Government / Government/ Social Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Food / Beverage / Restaurant,Other:,Herstellung ,Experienced: Professional or Non-Management,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Printing / Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Computer / Communications and Information / Internet / Web Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Transportation / Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Entertainment / Leisure / Recreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Civil Service / Local Government / Government/ Social Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Food / Beverage / Restaurant,Hotels and similar accommodation,,Experienced: Professional or Non-Management,Yes,1–3 years,"Low autonomy (Commis Chef, Dishwasher, Housekeeper)","Low autonomy (Commis Chef, Dishwasher, Housekeeper)","Low autonomy (Commis Chef, Dishwasher, Housekeeper)","Low autonomy (Commis Chef, Dishwasher, Housekeeper)","Low autonomy (Commis Chef, Dishwasher, Housekeeper)",,No,Number of tables,,20,,,5-10 persons,I do not know,"20,001 to 100,000 inhabitants","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Opening time,Closing time",11,22,Every day,Yes,Chosen from the person on duty,,"Pop,Rock,Jazz,Folk",,"Purchased music (CDs, digital downloads, etc.),Radio (FM, AM or internet radio) or TV",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,"Contract, Freelance or Temporary Employee","Banking / Financial Services/ Insurance/ Business Services (Staffing, Printing) / Consulting / PR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Stay-at-Home Parent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Stay-at-Home Parent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Homemaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Part-time,Civil Service / Local Government / Government/ Social Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Manufacturing / automotive / Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Retail / Wholesale Trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Part-time,Law / Legal Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Construction / Building Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),"Banking / Financial Services/ Insurance/ Business Services (Staffing, Printing) / Consulting / PR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Retail / Wholesale Trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Computer / Communications and Information / Internet / Web Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Construction / Building Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Advertising / Telesales / Telemarketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Aerospace / Aviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Agriculture / Fishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Armed Services /Defense / Military Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Civil Service / Local Government / Government/ Social Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Education / Training / Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Entertainment / Leisure / Recreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Fashion / Luxury Goods / Cosmetic Products /Film / TV / Radio / Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Food / Beverage / Restaurant,"Hotels and similar accommodation,Full-service restaurants",,Senior Management (CEO / VP / Managing Director),Yes,1–3 years,"High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)",,,No,Number of tables,,20,,,10-20 persons,€5 million – €15 million,"100,001 to 500,000 inhabitants","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Opening time,Closing time",9,22,"Every day,Most days",Yes,A mix of both,,"Pop,Rock,Hip-Hop / Rap,Country,Jazz,Folk",,"Streaming services (e.g., Spotify, Deezer, Apple Music, etc.),Purchased music (CDs, digital downloads, etc.)",,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Food / Beverage / Restaurant,"Bars, pubs, and cocktail lounges,Wine bars and tasting rooms",,Senior Management (CEO / VP / Managing Director),Yes,1–3 years,"High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)",,,No,Number of tables,,25,,,10-20 persons,€5 million – €15 million,"100,001 to 500,000 inhabitants","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Opening time,Closing time",9,22,"Every day,Most days",Yes,Randomly selected or played by chance,,"Pop,Rock,Hip-Hop / Rap,Dance / Electronic,Country,Jazz",,"Streaming services (e.g., Spotify, Deezer, Apple Music, etc.),Radio (FM, AM or internet radio) or TV",,No,Yes,1-2 times a week,"Solo artists,DJ sessions,Jam sessions",,"Pop,Rock,Hip-Hop / Rap,Country",,101–150 people,,Increased,,Increased by 25% to 50%,,,,,,,,,Donations from the guests,,,,Increases slightly,Attracting new customers,,"Increased food and beverage sales,Donations",,"High costs beside artists fees,Unpredictable revenue,Difficulty attracting audiences",,,,,,,,,
EN,Full-time (30 or more hours per week),Food / Beverage / Restaurant,"Full-service restaurants,Bars, pubs, and cocktail lounges",,Senior Management (CEO / VP / Managing Director),Yes,3–5 years,"High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)",,,Yes,Number of tables,,30,,,10-20 persons,€5 million – €15 million,"More than 500,000 inhabitants","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Opening time,Closing time",10,23,"Every day,Most days",Yes,A mix of both,,"Pop,Rock",,"Streaming services (e.g., Spotify, Deezer, Apple Music, etc.),Licensed music providers (e.g., Soundtrack Your Brand, Mood Media, etc.),Radio (FM, AM or internet radio) or TV",,Yes,Yes,1-2 times a week,"Solo artists,Bands,DJ sessions",,"Pop,Rock,Hip-Hop / Rap",,101–150 people,,Increased,,Increased by 25% to 50%,,,,,,,,,Donations from the guests,,,,Increases significantly,Utilizing venue space,,"Increased food and beverage sales,Donations",,"High artist fees,High costs beside artists fees,Noise complaints from neighbours or authorities,Difficulty attracting audiences",,,,,,,,,
DE,Full-time (30 or more hours per week),"Banking / Financial Services/ Insurance/ Business Services (Staffing, Printing) / Consulting / PR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Food / Beverage / Restaurant,"Hotels and similar accommodation,Full-service restaurants,Themed restaurants",,Senior Management (CEO / VP / Managing Director),Yes,More than 5 years,"High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)",,,Yes,Number of tables,,40,,,Above 20 persons,€15 million – €50 million,"More than 500,000 inhabitants","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Opening time,Closing time",10,23,"Every day,Most days",Yes,Carefully curated or planned to match the atmosphere and customer experience,,"Pop,Rock,Hip-Hop / Rap,Country",,"Streaming services (e.g., Spotify, Deezer, Apple Music, etc.),Licensed music providers (e.g., Soundtrack Your Brand, Mood Media, etc.)",,Yes,Yes,3-4 times a week,"Solo artists,Bands,DJ sessions",,"Pop,Rock,Hip-Hop / Rap,Country",,151–200 people,,Increased,,Increased by more than 50%,,,,,,,,,Donations from the guests,,,,Increases significantly,Enhancing customer experience,,"Increased food and beverage sales,Donations",,"Unpredictable revenue,Noise complaints from neighbours or authorities,Equipment and venue space limitations",,,,,,,,,
EN,Full-time (30 or more hours per week),Food / Beverage / Restaurant,Hotels and similar accommodation,,Owner / Partner,Yes,3–5 years,"Medium autonomy (Line Cook, Pastry Chef, Waiter, Bartender)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)","Medium autonomy (Line Cook, Pastry Chef, Waiter, Bartender)","High-autonomy (Executive Chef, Sous Chef, Restaurant Manager, Hotel Manager)",,,No,Maximum capacity in number of persons,200,,,,Above 20 persons,€5 million – €15 million,"More than 500,000 inhabitants","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Opening time,Closing time",8,1,"Every day,Most days",Yes,Carefully curated or planned to match the atmosphere and customer experience,,"Pop,Rock",,"Streaming services (e.g., Spotify, Deezer, Apple Music, etc.),Licensed music providers (e.g., Soundtrack Your Brand, Mood Media, etc.)",,Yes,Yes,Every day,"Solo artists,Bands,DJ sessions",,"Pop,Rock,Hip-Hop / Rap",,151–200 people,,Increased,,Increased by 25% to 50%,,,,,,,,,Paid by the guests (ticket/entry),,5,25,Increases significantly,Attracting new customers,,"Ticket sales,Increased food and beverage sales",,Licensing and regulation costs,,,,,,,,,
DE,Homemaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN,Full-time (30 or more hours per week),Food / Beverage / Restaurant,"Holiday and other short-stay accommodation,Coffee shops and tea houses",,Owner / Partner,Yes,3–5 years,,,,,,,I do not know,,,,,,Above 20 persons,€15 million – €50 million,"More than 500,000 inhabitants","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Opening time,9,,Every day,Yes,Carefully curated or planned to match the atmosphere and customer experience,,"Pop,Rock,Hip-Hop / Rap",,"Streaming services (e.g., Spotify, Deezer, Apple Music, etc.),Licensed music providers (e.g., Soundtrack Your Brand, Mood Media, etc.),Purchased music (CDs, digital downloads, etc.)",,Yes,Yes,Every day,"Solo artists,Bands,DJ sessions",,"Pop,Rock,Hip-Hop / Rap",,151–200 people,,Increased,,Increased by 0% to 25%,,,,,,,,,Paid by the guests (ticket/entry),,10,40,Increases significantly,Marketing and promotion,,"Ticket sales,Increased food and beverage sales,Sponsorships",,"High artist fees,High costs beside artists fees,Unpredictable revenue,Licensing and regulation costs,Noise complaints from neighbours or authorities,Difficulty attracting audiences,Equipment and venue space limitations",,,,,,,,,
DE,Full-time (30 or more hours per week),Retail / Wholesale Trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Food / Beverage / Restaurant,Other:,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Full-time (30 or more hours per week),Computer / Communications and Information / Internet / Web Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
